m49;country;year;immigrants;emigrants
292;Gibraltar*;2024;11291.0;474.0
296;Kiribati;1990;2162.0;3919.0
296;Kiribati;1995;2223.0;3882.0
296;Kiribati;2000;2283.0;3819.0
296;Kiribati;2005;2487.0;3783.0
296;Kiribati;2010;2868.0;3344.0
296;Kiribati;2015;2919.0;4086.0
296;Kiribati;2020;3126.0;5053.0
296;Kiribati;2024;3302.0;6306.0
300;Greece;1990;618139.0;878261.0
300;Greece;1995;857850.0;854601.0
300;Greece;2000;1111665.0;857066.0
300;Greece;2005;1190707.0;768388.0
300;Greece;2010;1321149.0;703538.0
300;Greece;2015;1242924.0;759916.0
300;Greece;2020;1340456.0;775995.0
300;Greece;2024;1423964.0;780112.0
304;Greenland*;1990;9282.0;10313.0
304;Greenland*;1995;7121.0;11442.0
304;Greenland*;2000;6601.0;12905.0
304;Greenland*;2005;6556.0;13706.0
304;Greenland*;2010;6091.0;15437.0
304;Greenland*;2015;6009.0;16944.0
304;Greenland*;2020;5899.0;17726.0
304;Greenland*;2024;5812.0;18491.0
308;Grenada;1990;4263.0;23961.0
308;Grenada;1995;5544.0;23988.0
308;Grenada;2000;6825.0;22073.0
308;Grenada;2005;6902.0;23589.0
308;Grenada;2010;6980.0;21140.0
308;Grenada;2015;7057.0;21750.0
308;Grenada;2020;7213.0;22210.0
308;Grenada;2024;7340.0;26300.0
312;Guadeloupe*;1990;65944.0;7510.0
312;Guadeloupe*;1995;74566.0;8368.0
312;Guadeloupe*;2000;83188.0;9237.0
312;Guadeloupe*;2005;89065.0;8488.0
312;Guadeloupe*;2010;94942.0;10282.0
312;Guadeloupe*;2015;90956.0;11416.0
312;Guadeloupe*;2020;90206.0;11909.0
312;Guadeloupe*;2024;89610.0;12374.0
316;Guam*;1990;69755.0;1539.0
316;Guam*;1995;71912.0;1810.0
316;Guam*;2000;74070.0;2054.0
316;Guam*;2005;74743.0;1751.0
316;Guam*;2010;75416.0;1228.0
316;Guam*;2015;76089.0;1134.0
316;Guam*;2020;80472.0;1155.0
316;Guam*;2024;84159.0;1179.0
320;Guatemala;1990;264257.0;323376.0
320;Guatemala;1995;156188.0;429957.0
320;Guatemala;2000;48119.0;545695.0
320;Guatemala;2005;57214.0;737245.0
320;Guatemala;2010;66386.0;919782.0
320;Guatemala;2015;74852.0;1067787.0
320;Guatemala;2020;84311.0;1282668.0
320;Guatemala;2024;92732.0;1460232.0
324;Guinea;1990;403621.0;334951.0
324;Guinea;1995;774505.0;339388.0
324;Guinea;2000;560075.0;339435.0
324;Guinea;2005;233419.0;345573.0
324;Guinea;2010;178762.0;382773.0
324;Guinea;2015;126657.0;416953.0
324;Guinea;2020;121437.0;473409.0
324;Guinea;2024;117416.0;508203.0
328;Guyana;1990;4095.0;217690.0
328;Guyana;1995;6352.0;244138.0
328;Guyana;2000;8610.0;341369.0
328;Guyana;2005;10868.0;386766.0
328;Guyana;2010;8182.0;404368.0
328;Guyana;2015;8661.0;429943.0
328;Guyana;2020;31169.0;429266.0
328;Guyana;2024;54175.0;469649.0
332;Haiti;1990;19084.0;521381.0
332;Haiti;1995;18129.0;686087.0
332;Haiti;2000;17222.0;821140.0
332;Haiti;2005;16360.0;958254.0
332;Haiti;2010;17182.0;1157011.0
332;Haiti;2015;18047.0;1467970.0
332;Haiti;2020;18884.0;1764699.0
332;Haiti;2024;19581.0;2017692.0
336;Holy See*;1990;726.0;22.0
336;Holy See*;1995;705.0;30.0
336;Holy See*;2000;691.0;41.0
336;Holy See*;2005;659.0;52.0
336;Holy See*;2010;621.0;74.0
336;Holy See*;2015;572.0;128.0
336;Holy See*;2020;528.0;284.0
336;Holy See*;2024;496.0;313.0
340;Honduras;1990;270423.0;157813.0
340;Honduras;1995;149442.0;235452.0
340;Honduras;2000;28461.0;316051.0
340;Honduras;2005;27934.0;456501.0
340;Honduras;2010;27288.0;604765.0
340;Honduras;2015;38330.0;751534.0
340;Honduras;2020;39195.0;1060598.0
340;Honduras;2024;39901.0;1397584.0
344;China, Hong Kong SAR;1990;2218473.0;569282.0
344;China, Hong Kong SAR;1995;2443798.0;682700.0
344;China, Hong Kong SAR;2000;2669122.0;818107.0
344;China, Hong Kong SAR;2005;2721235.0;849440.0
344;China, Hong Kong SAR;2010;2779950.0;903793.0
344;China, Hong Kong SAR;2015;2841113.0;1031087.0
344;China, Hong Kong SAR;2020;2962492.0;1146271.0
344;China, Hong Kong SAR;2024;3063318.0;1240250.0
348;Hungary;1990;347510.0;355019.0
348;Hungary;1995;322234.0;363574.0
348;Hungary;2000;296957.0;359746.0
348;Hungary;2005;366787.0;357651.0
348;Hungary;2010;436616.0;378410.0
348;Hungary;2015;475508.0;469269.0
348;Hungary;2020;584567.0;508918.0
348;Hungary;2024;689565.0;538794.0
352;Iceland;1990;9584.0;6586.0
352;Iceland;1995;12738.0;8745.0
352;Iceland;2000;15892.0;11709.0
352;Iceland;2005;25492.0;13497.0
352;Iceland;2010;35091.0;16404.0
352;Iceland;2015;39072.0;19596.0
352;Iceland;2020;65424.0;20887.0
352;Iceland;2024;98818.0;23326.0
356;India;1990;7212791.0;6575416.0
356;India;1995;6836861.0;6900228.0
356;India;2000;6391543.0;7778792.0
356;India;2005;5954999.0;9500673.0
356;India;2010;5601237.0;12350515.0
356;India;2015;5252296.0;15277263.0
356;India;2020;4929816.0;16532761.0
356;India;2024;4796255.0;18533845.0
360;Indonesia;1990;92058.0;1309876.0
360;Indonesia;1995;114419.0;1664243.0
360;Indonesia;2000;287645.0;2128328.0
360;Indonesia;2005;87508.0;2406449.0
360;Indonesia;2010;113288.0;3031600.0
360;Indonesia;2015;192119.0;3269321.0
360;Indonesia;2020;306702.0;3446736.0
360;Indonesia;2024;445726.0;3745148.0
364;Iran (Islamic Republic of);1990;4291601.0;604892.0
364;Iran (Islamic Republic of);1995;2937668.0;701961.0
364;Iran (Islamic Republic of);2000;2476469.0;835113.0
364;Iran (Islamic Republic of);2005;2552206.0;875530.0
364;Iran (Islamic Republic of);2010;2722397.0;1028854.0
364;Iran (Islamic Republic of);2015;2729939.0;1163612.0
364;Iran (Islamic Republic of);2020;2797235.0;1442650.0
364;Iran (Islamic Republic of);2024;3840654.0;1733468.0
368;Iraq;1990;83638.0;598492.0
368;Iraq;1995;199460.0;647345.0
368;Iraq;2000;210525.0;825369.0
368;Iraq;2005;134863.0;1202149.0
368;Iraq;2010;120466.0;2697913.0
368;Iraq;2015;359352.0;1652951.0
368;Iraq;2020;365766.0;2282773.0
368;Iraq;2024;370980.0;2313028.0
372;Ireland;1990;227783.0;927001.0
372;Ireland;1995;247379.0;905239.0
372;Ireland;2000;376321.0;809826.0
372;Ireland;2005;620579.0;764001.0
372;Ireland;2010;751381.0;765462.0
372;Ireland;2015;802470.0;762324.0
372;Ireland;2020;951686.0;729636.0
372;Ireland;2024;1216237.0;714405.0
376;Israel;1990;1622505.0;263368.0
376;Israel;1995;1781111.0;321435.0
376;Israel;2000;1838155.0;290092.0
376;Israel;2005;1881017.0;297140.0
376;Israel;2010;1953214.0;300419.0
376;Israel;2015;2019891.0;301155.0
376;Israel;2020;2068830.0;312533.0
376;Israel;2024;2091569.0;324804.0
380;Italy;1990;1529367.0;3354372.0
380;Italy;1995;1810642.0;3154012.0
380;Italy;2000;2143259.0;2998648.0
380;Italy;2005;3285903.0;2751018.0
380;Italy;2010;4719233.0;2666862.0
380;Italy;2015;5506199.0;2756727.0
380;Italy;2020;6223851.0;2886481.0
380;Italy;2024;6553671.0;2941444.0
384;Côte d'Ivoire;1990;1822374.0;353717.0
384;Côte d'Ivoire;1995;1992981.0;433736.0
384;Côte d'Ivoire;2000;2157339.0;525165.0
384;Côte d'Ivoire;2005;2308068.0;698103.0
384;Côte d'Ivoire;2010;2458796.0;902169.0
384;Côte d'Ivoire;2015;2609525.0;1025536.0
384;Côte d'Ivoire;2020;2760255.0;1129849.0
384;Côte d'Ivoire;2024;2880839.0;1211422.0
388;Jamaica;1990;20475.0;611422.0
388;Jamaica;1995;22713.0;811937.0
388;Jamaica;2000;24952.0;833377.0
388;Jamaica;2005;24284.0;895828.0
388;Jamaica;2010;23677.0;1005109.0
388;Jamaica;2015;23165.0;1084528.0
388;Jamaica;2020;23629.0;1175941.0
388;Jamaica;2024;24007.0;1248512.0
392;Japan;1990;1050475.0;710783.0
392;Japan;1995;1331094.0;911486.0
392;Japan;2000;1651869.0;846780.0
392;Japan;2005;1976528.0;864518.0
392;Japan;2010;2161780.0;909212.0
392;Japan;2015;2577487.0;943736.0
392;Japan;2020;3289042.0;926826.0
392;Japan;2024;3409529.0;1008173.0
398;Kazakhstan;1990;3289058.0;3178221.0
398;Kazakhstan;1995;2259955.0;3270367.0
398;Kazakhstan;2000;1733374.0;3407178.0
398;Kazakhstan;2005;1845637.0;3648310.0
398;Kazakhstan;2010;1856870.0;3753542.0
398;Kazakhstan;2015;1919920.0;3348874.0
398;Kazakhstan;2020;1990268.0;3029566.0
398;Kazakhstan;2024;2089797.0;2796572.0
400;Jordan;1990;1131529.0;265920.0
400;Jordan;1995;1511664.0;292015.0
400;Jordan;2000;1834160.0;324675.0
400;Jordan;2005;2229368.0;384315.0
400;Jordan;2010;3723368.0;486197.0
400;Jordan;2015;4386976.0;582220.0
400;Jordan;2020;4940142.0;609679.0
400;Jordan;2024;5280168.0;659204.0
404;Kenya;1990;298089.0;238008.0
404;Kenya;1995;618745.0;249228.0
404;Kenya;2000;707852.0;296430.0
404;Kenya;2005;773354.0;346666.0
404;Kenya;2010;954925.0;390142.0
404;Kenya;2015;1126886.0;452369.0
404;Kenya;2020;1050147.0;483045.0
404;Kenya;2024;992536.0;540466.0
408;Dem. People's Republic of Korea;1990;34103.0;31450.0
408;Dem. People's Republic of Korea;1995;35143.0;33120.0
408;Dem. People's Republic of Korea;2000;36183.0;34814.0
408;Dem. People's Republic of Korea;2005;40097.0;39887.0
408;Dem. People's Republic of Korea;2010;44010.0;49563.0
408;Dem. People's Republic of Korea;2015;48458.0;56701.0
408;Dem. People's Republic of Korea;2020;49549.0;50879.0
408;Dem. People's Republic of Korea;2024;50439.0;46379.0
410;Republic of Korea;1990;18499.0;1744465.0
410;Republic of Korea;1995;52719.0;1812749.0
410;Republic of Korea;2000;144426.0;1897540.0
410;Republic of Korea;2005;231744.0;2001950.0
410;Republic of Korea;2010;566098.0;2164782.0
410;Republic of Korea;2015;1312172.0;2162256.0
410;Republic of Korea;2020;1723389.0;2038995.0
410;Republic of Korea;2024;1811507.0;2030473.0
414;Kuwait;1990;1056143.0;64245.0
414;Kuwait;1995;935152.0;70228.0
414;Kuwait;2000;1116932.0;79931.0
414;Kuwait;2005;1353949.0;87761.0
414;Kuwait;2010;1871827.0;117370.0
414;Kuwait;2015;2610785.0;134398.0
414;Kuwait;2020;3030731.0;149927.0
414;Kuwait;2024;3323191.0;167850.0
417;Kyrgyzstan;1990;623083.0;606963.0
417;Kyrgyzstan;1995;518338.0;600786.0
417;Kyrgyzstan;2000;389824.0;590619.0
417;Kyrgyzstan;2005;309399.0;663215.0
417;Kyrgyzstan;2010;232065.0;713989.0
417;Kyrgyzstan;2015;204382.0;641517.0
417;Kyrgyzstan;2020;199011.0;584710.0
417;Kyrgyzstan;2024;194816.0;540573.0
418;Lao People's Democratic Republic;1990;22866.0;311756.0
418;Lao People's Democratic Republic;1995;23526.0;359736.0
418;Lao People's Democratic Republic;2000;21948.0;363370.0
418;Lao People's Democratic Republic;2005;20371.0;471052.0
418;Lao People's Democratic Republic;2010;32955.0;563709.0
418;Lao People's Democratic Republic;2015;45538.0;598860.0
418;Lao People's Democratic Republic;2020;48731.0;609093.0
418;Lao People's Democratic Republic;2024;51446.0;660258.0
422;Lebanon;1990;424488.0;408352.0
422;Lebanon;1995;466437.0;415740.0
422;Lebanon;2000;514836.0;467495.0
422;Lebanon;2005;553850.0;493327.0
422;Lebanon;2010;625884.0;550096.0
422;Lebanon;2015;1763717.0;594974.0
422;Lebanon;2020;1586346.0;631071.0
422;Lebanon;2024;1422583.0;681720.0
426;Lesotho;1990;8240.0;130251.0
426;Lesotho;1995;7204.0;122192.0
426;Lesotho;2000;6167.0;121214.0
426;Lesotho;2005;6290.0;138931.0
426;Lesotho;2010;6414.0;161987.0
426;Lesotho;2015;9152.0;191588.0
426;Lesotho;2020;12060.0;224803.0
426;Lesotho;2024;15039.0;246938.0
428;Latvia;1990;646007.0;181952.0
428;Latvia;1995;538093.0;186182.0
428;Latvia;2000;430178.0;184708.0
428;Latvia;2005;376725.0;183414.0
428;Latvia;2010;313786.0;183282.0
428;Latvia;2015;265418.0;175523.0
428;Latvia;2020;239422.0;166868.0
428;Latvia;2024;220471.0;161014.0
430;Liberia;1990;94964.0;539145.0
430;Liberia;1995;208563.0;562699.0
430;Liberia;2000;151868.0;270603.0
430;Liberia;2005;87217.0;349718.0
430;Liberia;2010;99165.0;186132.0
430;Liberia;2015;112111.0;150490.0
430;Liberia;2020;87947.0;147341.0
430;Liberia;2024;72423.0;145919.0
434;Libya;1990;457075.0;78841.0
434;Libya;1995;508041.0;81041.0
434;Libya;2000;567436.0;80451.0
434;Libya;2005;625412.0;81361.0
434;Libya;2010;687192.0;99826.0
434;Libya;2015;771146.0;119270.0
434;Libya;2020;826537.0;145103.0
434;Libya;2024;897751.0;156874.0
438;Liechtenstein;1990;10906.0;22.0
438;Liechtenstein;1995;13311.0;28.0
438;Liechtenstein;2000;15483.0;52.0
438;Liechtenstein;2005;18898.0;154.0
438;Liechtenstein;2010;22342.0;264.0
438;Liechtenstein;2015;23799.0;293.0
438;Liechtenstein;2020;25877.0;314.0
438;Liechtenstein;2024;27669.0;346.0
440;Lithuania;1990;349258.0;343671.0
440;Lithuania;1995;273587.0;313225.0
440;Lithuania;2000;214311.0;287335.0
440;Lithuania;2005;201209.0;278878.0
440;Lithuania;2010;160772.0;354264.0
440;Lithuania;2015;136021.0;409441.0
440;Lithuania;2020;145184.0;437638.0
440;Lithuania;2024;175194.0;459268.0
442;Luxembourg;1990;113795.0;27725.0
442;Luxembourg;1995;126106.0;29087.0
442;Luxembourg;2000;139750.0;30943.0
442;Luxembourg;2005;150618.0;33941.0
442;Luxembourg;2010;163142.0;36675.0
442;Luxembourg;2015;248888.0;41099.0
442;Luxembourg;2020;298062.0;43235.0
442;Luxembourg;2024;344309.0;61859.0
446;China, Macao SAR;1990;205047.0;73961.0
446;China, Macao SAR;1995;224929.0;79787.0
446;China, Macao SAR;2000;240791.0;86316.0
446;China, Macao SAR;2005;279308.0;93169.0
446;China, Macao SAR;2010;318506.0;101050.0
446;China, Macao SAR;2015;376066.0;116399.0
446;China, Macao SAR;2020;403490.0;139129.0
446;China, Macao SAR;2024;426862.0;149247.0
450;Madagascar;1990;23917.0;82170.0
450;Madagascar;1995;21177.0;98560.0
450;Madagascar;2000;23541.0;119159.0
450;Madagascar;2005;26058.0;143188.0
450;Madagascar;2010;28905.0;156279.0
450;Madagascar;2015;32075.0;175803.0
450;Madagascar;2020;35563.0;196997.0
450;Madagascar;2024;38625.0;212455.0
454;Malawi;1990;1127724.0;138206.0
454;Malawi;1995;241624.0;134253.0
454;Malawi;2000;232620.0;167695.0
454;Malawi;2005;221661.0;216125.0
454;Malawi;2010;217722.0;259343.0
454;Malawi;2015;197328.0;307175.0
454;Malawi;2020;191362.0;372914.0
454;Malawi;2024;186719.0;427573.0
458;Malaysia;1990;1027572.0;663690.0
458;Malaysia;1995;1312828.0;891900.0
458;Malaysia;2000;1613819.0;1165408.0
458;Malaysia;2005;2174308.0;1283218.0
458;Malaysia;2010;3086876.0;1647051.0
458;Malaysia;2015;3513497.0;1916776.0
458;Malaysia;2020;3718696.0;2118942.0
458;Malaysia;2024;3806514.0;2433875.0
462;Maldives;1990;8689.0;1685.0
462;Maldives;1995;18510.0;1092.0
462;Maldives;2000;27092.0;824.0
462;Maldives;2005;45045.0;1432.0
462;Maldives;2010;54659.0;2624.0
462;Maldives;2015;64273.0;2694.0
462;Maldives;2020;70079.0;2703.0
462;Maldives;2024;75099.0;2773.0
466;Mali;1990;160736.0;587626.0
466;Mali;1995;176187.0;743318.0
466;Mali;2000;189475.0;706904.0
466;Mali;2005;258630.0;822077.0
466;Mali;2010;341078.0;897610.0
466;Mali;2015;420504.0;1117148.0
466;Mali;2020;485829.0;1200058.0
466;Mali;2024;545323.0;1292519.0
470;Malta;1990;15077.0;66353.0
470;Malta;1995;17740.0;67484.0
470;Malta;2000;21521.0;64124.0
470;Malta;2005;24560.0;61981.0
470;Malta;2010;33008.0;58858.0
470;Malta;2015;52642.0;54505.0
470;Malta;2020;114760.0;49061.0
470;Malta;2024;199466.0;43940.0
474;Martinique*;1990;38705.0;10837.0
474;Martinique*;1995;46599.0;12302.0
474;Martinique*;2000;54492.0;13801.0
474;Martinique*;2005;57034.0;13941.0
474;Martinique*;2010;59575.0;14145.0
474;Martinique*;2015;69174.0;12097.0
474;Martinique*;2020;68624.0;12498.0
474;Martinique*;2024;68187.0;12893.0
478;Mauritania;1990;111650.0;111270.0
478;Mauritania;1995;89562.0;127054.0
478;Mauritania;2000;57366.0;81064.0
478;Mauritania;2005;58211.0;69192.0
478;Mauritania;2010;84920.0;73350.0
478;Mauritania;2015;166552.0;73527.0
478;Mauritania;2020;182286.0;86409.0
478;Mauritania;2024;195937.0;91705.0
480;Mauritius;1990;3613.0;64202.0
480;Mauritius;1995;7493.0;72122.0
480;Mauritius;2000;15543.0;77904.0
480;Mauritius;2005;19647.0;88522.0
480;Mauritius;2010;24836.0;102296.0
480;Mauritius;2015;28585.0;109779.0
480;Mauritius;2020;28893.0;112089.0
480;Mauritius;2024;29142.0;114314.0
484;Mexico;1990;701513.0;4588874.0
484;Mexico;1995;458051.0;7165639.0
484;Mexico;2000;526172.0;9367663.0
484;Mexico;2005;701803.0;11329536.0
484;Mexico;2010;957593.0;12108928.0
484;Mexico;2015;1088731.0;12184226.0
484;Mexico;2020;1335154.0;11452717.0
484;Mexico;2024;1726089.0;11596529.0
492;Monaco;1990;20359.0;15534.0
492;Monaco;1995;21060.0;15692.0
492;Monaco;2000;21787.0;16367.0
492;Monaco;2005;21312.0;19616.0
492;Monaco;2010;21132.0;26148.0
492;Monaco;2015;25983.0;28636.0
492;Monaco;2020;26601.0;33812.0
492;Monaco;2024;27106.0;36682.0
496;Mongolia;1990;6718.0;71033.0
496;Mongolia;1995;7424.0;79613.0
496;Mongolia;2000;8206.0;88244.0
496;Mongolia;2005;11477.0;98174.0
496;Mongolia;2010;16062.0;114217.0
496;Mongolia;2015;19886.0;124542.0
496;Mongolia;2020;21345.0;153554.0
496;Mongolia;2024;22589.0;175596.0
498;Republic of Moldova*;1990;533397.0;634901.0
498;Republic of Moldova*;1995;365099.0;606003.0
498;Republic of Moldova*;2000;250134.0;563893.0
498;Republic of Moldova*;2005;174263.0;628876.0
498;Republic of Moldova*;2010;132386.0;717352.0
498;Republic of Moldova*;2015;101730.0;745934.0
498;Republic of Moldova*;2020;77291.0;812653.0
498;Republic of Moldova*;2024;188207.0;864257.0
499;Montenegro;1990;73743.0;108639.0
499;Montenegro;1995;73743.0;106877.0
499;Montenegro;2000;73743.0;102948.0
499;Montenegro;2005;73743.0;98615.0
499;Montenegro;2010;78512.0;100961.0
499;Montenegro;2015;71719.0;102965.0
499;Montenegro;2020;70999.0;94731.0
499;Montenegro;2024;92237.0;90678.0
500;Montserrat*;1990;2013.0;2006.0
500;Montserrat*;1995;1612.0;2272.0
500;Montserrat*;2000;1211.0;2575.0
500;Montserrat*;2005;1244.0;2791.0
500;Montserrat*;2010;1291.0;2993.0
500;Montserrat*;2015;1351.0;3134.0
500;Montserrat*;2020;1379.0;3239.0
500;Montserrat*;2024;1402.0;3341.0
504;Morocco;1990;54895.0;1297857.0
504;Morocco;1995;50360.0;1506124.0
504;Morocco;2000;53034.0;1756024.0
504;Morocco;2005;56222.0;2291145.0
504;Morocco;2010;71189.0;2733747.0
504;Morocco;2015;92424.0;2907733.0
504;Morocco;2020;102358.0;3293170.0
504;Morocco;2024;111069.0;3627829.0
508;Mozambique;1990;122332.0;1989048.0
508;Mozambique;1995;168256.0;761443.0
508;Mozambique;2000;195702.0;650229.0
508;Mozambique;2005;268694.0;641039.0
508;Mozambique;2010;306471.0;655516.0
508;Mozambique;2015;321794.0;671672.0
508;Mozambique;2020;338850.0;689058.0
508;Mozambique;2024;353143.0;702796.0
512;Oman;1990;526784.0;10920.0
512;Oman;1995;538639.0;10800.0
512;Oman;2000;550760.0;10898.0
512;Oman;2005;608416.0;13313.0
512;Oman;2010;803387.0;14009.0
512;Oman;2015;1827972.0;15667.0
512;Oman;2020;1766142.0;16877.0
512;Oman;2024;2283366.0;17095.0
516;Namibia;1990;120641.0;45857.0
516;Namibia;1995;115372.0;36999.0
516;Namibia;2000;135547.0;44921.0
516;Namibia;2005;107347.0;47680.0
516;Namibia;2010;103826.0;45530.0
516;Namibia;2015;101618.0;43728.0
516;Namibia;2020;109391.0;42223.0
516;Namibia;2024;116035.0;40371.0
520;Nauru;1990;2815.0;1370.0
520;Nauru;1995;2605.0;1482.0
520;Nauru;2000;2394.0;1565.0
520;Nauru;2005;2253.0;1836.0
520;Nauru;2010;906.0;2092.0
520;Nauru;2015;1833.0;2196.0
520;Nauru;2020;2201.0;2345.0
520;Nauru;2024;2548.0;2484.0
524;Nepal;1990;429974.0;523915.0
524;Nepal;1995;690225.0;602711.0
524;Nepal;2000;717900.0;707896.0
524;Nepal;2005;680729.0;1056250.0
524;Nepal;2010;581889.0;1402556.0
524;Nepal;2015;509471.0;2112726.0
524;Nepal;2020;487564.0;2357848.0
524;Nepal;2024;470719.0;2637195.0
528;Netherlands*;1990;1194306.0;482951.0
528;Netherlands*;1995;1397371.0;500299.0
528;Netherlands*;2000;1584638.0;515256.0
528;Netherlands*;2005;1735632.0;560613.0
528;Netherlands*;2010;1850649.0;597525.0
528;Netherlands*;2015;2024059.0;594329.0
528;Netherlands*;2020;2425521.0;599736.0
528;Netherlands*;2024;2956518.0;631391.0
531;Curaçao*;1990;43150.0;3029.0
531;Curaçao*;1995;43150.0;3779.0
531;Curaçao*;2000;43150.0;4701.0
531;Curaçao*;2005;43150.0;4329.0
531;Curaçao*;2010;34630.0;5354.0
531;Curaçao*;2015;37611.0;5861.0
531;Curaçao*;2020;57210.0;7666.0
531;Curaçao*;2024;80020.0;10103.0
533;Aruba*;1990;14444.0;4564.0
533;Aruba*;1995;22274.0;4844.0
533;Aruba*;2000;30104.0;5433.0
533;Aruba*;2005;32540.0;5447.0
533;Aruba*;2010;34328.0;7117.0
533;Aruba*;2015;36114.0;9011.0
533;Aruba*;2020;53593.0;16628.0
533;Aruba*;2024;73494.0;29305.0
534;Sint Maarten (Dutch part)*;1990;23861.0;1108.0
534;Sint Maarten (Dutch part)*;1995;23861.0;1320.0
534;Sint Maarten (Dutch part)*;2000;23861.0;1594.0
534;Sint Maarten (Dutch part)*;2005;13099.0;1655.0
534;Sint Maarten (Dutch part)*;2010;26203.0;1698.0
534;Sint Maarten (Dutch part)*;2015;27295.0;1793.0
534;Sint Maarten (Dutch part)*;2020;28845.0;1945.0
534;Sint Maarten (Dutch part)*;2024;30148.0;2464.0
535;Bonaire, Sint Eustatius and Saba*;1990;12930.0;2852.0
535;Bonaire, Sint Eustatius and Saba*;1995;13508.0;2947.0
535;Bonaire, Sint Eustatius and Saba*;2000;14233.0;3052.0
535;Bonaire, Sint Eustatius and Saba*;2005;16980.0;3016.0
535;Bonaire, Sint Eustatius and Saba*;2010;20559.0;2883.0
535;Bonaire, Sint Eustatius and Saba*;2015;24610.0;3100.0
535;Bonaire, Sint Eustatius and Saba*;2020;26454.0;3524.0
535;Bonaire, Sint Eustatius and Saba*;2024;30676.0;4744.0
540;New Caledonia*;1990;37673.0;3957.0
540;New Caledonia*;1995;43662.0;4324.0
540;New Caledonia*;2000;49651.0;4675.0
540;New Caledonia*;2005;55405.0;4971.0
540;New Caledonia*;2010;61158.0;5055.0
540;New Caledonia*;2015;68881.0;5112.0
540;New Caledonia*;2020;73141.0;5097.0
540;New Caledonia*;2024;76738.0;5082.0
548;Vanuatu;1990;2308.0;4927.0
548;Vanuatu;1995;2461.0;5656.0
548;Vanuatu;2000;2626.0;6184.0
548;Vanuatu;2005;2800.0;6597.0
548;Vanuatu;2010;2991.0;6898.0
548;Vanuatu;2015;3186.0;5840.0
548;Vanuatu;2020;3257.0;8465.0
548;Vanuatu;2024;3315.0;15202.0
554;New Zealand*;1990;526369.0;329134.0
554;New Zealand*;1995;594911.0;381056.0
554;New Zealand*;2000;685966.0;454340.0
554;New Zealand*;2005;855017.0;518239.0
554;New Zealand*;2010;956982.0;620805.0
554;New Zealand*;2015;1132201.0;675441.0
554;New Zealand*;2020;1343900.0;679479.0
554;New Zealand*;2024;1467989.0;679772.0
558;Nicaragua;1990;41421.0;445757.0
558;Nicaragua;1995;26619.0;487148.0
558;Nicaragua;2000;30389.0;494067.0
558;Nicaragua;2005;34919.0;545324.0
558;Nicaragua;2010;37345.0;609093.0
558;Nicaragua;2015;40261.0;633892.0
558;Nicaragua;2020;42167.0;749552.0
558;Nicaragua;2024;43757.0;905251.0
562;Niger;1990;115464.0;162733.0
562;Niger;1995;145999.0;189413.0
562;Niger;2000;122260.0;219232.0
562;Niger;2005;124509.0;317174.0
562;Niger;2010;126482.0;350773.0
562;Niger;2015;252998.0;390945.0
562;Niger;2020;348056.0;416964.0
562;Niger;2024;449236.0;439378.0
566;Nigeria;1990;456621.0;394107.0
566;Nigeria;1995;462999.0;467021.0
566;Nigeria;2000;487882.0;542140.0
566;Nigeria;2005;969714.0;763991.0
566;Nigeria;2010;990494.0;978678.0
566;Nigeria;2015;1199115.0;1359519.0
566;Nigeria;2020;1308568.0;1768444.0
566;Nigeria;2024;1403281.0;2094265.0
570;Niue*;1990;461.0;5640.0
570;Niue*;1995;480.0;5673.0
570;Niue*;2000;498.0;5870.0
570;Niue*;2005;522.0;5554.0
570;Niue*;2010;589.0;5231.0
570;Niue*;2015;588.0;5059.0
570;Niue*;2020;588.0;4968.0
570;Niue*;2024;588.0;4955.0
578;Norway*;1990;192587.0;88450.0
578;Norway*;1995;233302.0;84525.0
578;Norway*;2000;292440.0;87049.0
578;Norway*;2005;361144.0;94553.0
578;Norway*;2010;524601.0;98853.0
578;Norway*;2015;746375.0;101769.0
578;Norway*;2020;852238.0;110143.0
578;Norway*;2024;1012404.0;120891.0
580;Northern Mariana Islands*;1990;26593.0;2229.0
580;Northern Mariana Islands*;1995;32376.0;2359.0
580;Northern Mariana Islands*;2000;40122.0;2480.0
580;Northern Mariana Islands*;2005;37542.0;2549.0
580;Northern Mariana Islands*;2010;24168.0;2542.0
580;Northern Mariana Islands*;2015;21648.0;2532.0
580;Northern Mariana Islands*;2020;21843.0;2664.0
580;Northern Mariana Islands*;2024;22000.0;2779.0
583;Micronesia (Fed. States of);1990;3685.0;4940.0
583;Micronesia (Fed. States of);1995;3342.0;7116.0
583;Micronesia (Fed. States of);2000;3116.0;9334.0
583;Micronesia (Fed. States of);2005;2905.0;11237.0
583;Micronesia (Fed. States of);2010;2806.0;12464.0
583;Micronesia (Fed. States of);2015;2756.0;12401.0
583;Micronesia (Fed. States of);2020;2832.0;13033.0
583;Micronesia (Fed. States of);2024;2894.0;13568.0
584;Marshall Islands;1990;1158.0;314.0
